AF,ZA,45.222.64.0/19
AF,NG,45.222.96.0/21
AF,ZA,45.222.112.0/20
AF,GH,45.222.192.0/18
AF,EG,45.240.0.0/13
AF,KE,62.8.64.0/19
AF,SD,62.12.96.0/20
AF,KE,62.12.112.0/21
AF,KE,62.24.96.0/19
AF,RE,62.61.192.0/18
AF,LY,62.68.32.0/19
AF,EG,62.68.224.0/19
AF,EG,62.114.0.0/16
AF,EG,62.117.32.0/19
AF,EG,62.135.0.0/17
AF,EG,62.139.0.0/16
AF,EG,62.140.64.0/18
AF,NG,62.173.32.0/19
AF,EG,62.193.64.0/18
AF,CI,62.193.160.0/19
AF,LY,62.240.32.0/19
AF,EG,62.240.96.0/19
AF,EG,62.241.128.0/19
AF,MA,62.251.128.0/17
AF,ZA,66.8.0.0/17
AF,ZA,66.18.64.0/19
AF,ZA,66.251.128.0/18
AF,SZ,69.63.64.0/20
AF,ZA,69.67.32.0/20
AF,KE,77.220.0.0/19
AF,MU,80.67.128.0/20
AF,KE,80.72.96.0/20
AF,EG,80.75.160.0/21
AF,EG,80.75.168.0/21
AF,EG,80.75.176.0/21
AF,EG,80.75.184.0/21
AF,GH,80.87.64.0/19
AF,DZ,80.88.12.0/22
AF,ZA,80.95.0.0/22
AF,ZA,80.95.4.0/22
AF,ZA,80.95.8.0/21
AF,MU,80.240.192.0/20
AF,DZ,80.246.0.0/20
AF,NG,80.248.0.0/20
AF,TG,80.248.64.0/20
AF,DZ,80.249.64.0/20
AF,MA,80.250.32.0/20
AF,EG,81.10.0.0/17
AF,EG,81.21.96.0/20
AF,CI,81.22.64.0/19
AF,ZA,81.26.72.0/21
AF,EG,81.29.96.0/20
AF,BJ,81.91.224.0/20
AF,MA,81.192.0.0/16
AF,NG,82.101.128.0/18
AF,EG,82.129.128.0/17
AF,MR,82.151.64.0/19
AF,EG,82.201.128.0/17
AF,BW,83.143.24.0/21
AF,EG,84.36.0.0/16
AF,EG,84.233.0.0/17
AF,KE,87.255.96.0/19
AF,KE,102.0.0.0/13
AF,EG,102.8.0.0/13
AF,MG,102.16.0.0/14
AF,MG,102.20.0.0/15
AF,GH,102.22.0.0/19
AF,ZA,102.22.32.0/19
